Age,Gender,Weight (kg),Height (m),Avg_BPM,Session_Duration (hours), Calories_Burned ,Workout_Type,Water_Intake (liters),Workout_Frequency (days/week),BMI
31,Female,57.9,1.56,124,1.8," 1,116 ",Yoga,2.7,5,23.79
19,Male,82.4,1.96,169,1.9," 1,766 ",HIIT,3.5,5,21.45
28,Male,84.8,1.79,138,1.35," 1,025 ",Cardio,2.3,4,26.47
56,Male,109.6,1.66,166,1.29," 1,060 ",Cardio,3.1,3,39.77
55,Male,86.4,1.77,157,1, 777 ,Yoga,2.8,3,27.58
51,Female,63.9,1.8,130,1.07, 626 ,HIIT,2.7,4,19.72
55,Female,70.8,1.62,162,0.54, 394 ,Strength,1.8,3,26.98
51,Male,115.3,1.67,139,1.38, 950 ,Yoga,2.5,3,41.34
35,Female,55.3,1.56,139,1.71," 1,188 ",Strength,2.7,5,22.72
47,Male,73.9,1.8,140,1.36, 942 ,Strength,3.7,3,22.81
32,Male,97.3,1.96,137,1.36," 1,025 ",HIIT,3.4,3,25.33
44,Female,60.4,1.65,169,1.27, 966 ,HIIT,2.1,4,22.19
51,Male,49.3,1.61,129,1.36, 868 ,Cardio,2.9,2,19.02
55,Male,91.8,1.78,153,1.44," 1,091 ",Cardio,3.4,3,28.97
50,Female,73.6,1.55,145,0.89, 581 ,HIIT,2.1,3,30.63
41,Male,47.1,1.78,149,1.26, 929 ,Yoga,2.4,3,14.87
32,Male,65.2,1.62,128,0.58, 408 ,Cardio,3.4,2,24.84
47,Male,87.2,1.64,165,2," 1,634 ",Strength,3.5,4,32.42
59,Male,96.7,1.71,150,0.57, 423 ,Yoga,2.9,3,33.07
34,Female,46.9,1.61,161,1.02, 821 ,Strength,1.7,3,18.09
22,Female,72.1,1.62,123,1.38, 849 ,HIIT,2.1,3,27.47
46,Female,62.5,1.54,125,1.61, 906 ,Strength,2.7,4,26.35
21,Male,110.7,1.69,133,1.06, 775 ,Yoga,2.7,3,38.76
27,Male,102.6,1.83,123,1.41, 954 ,HIIT,3.5,3,30.64
34,Female,64.3,1.62,145,1.76," 1,276 ",Yoga,2.7,5,24.5
27,Male,80.7,1.61,166,1.75," 1,598 ",Strength,3.5,4,31.13
34,Male,115.3,1.81,167,1.36," 1,249 ",Yoga,2.2,2,35.19
37,Male,87.8,1.69,158,1.81," 1,573 ",HIIT,3.5,5,30.74
41,Male,74.3,1.61,136,1.06, 714 ,Strength,3.5,4,28.66
22,Female,78.5,1.7,138,1.36, 938 ,Strength,2.1,4,27.16
51,Female,77.3,1.58,168,0.97, 733 ,Cardio,2,2,30.96
23,Female,64.5,1.7,125,0.51, 319 ,Cardio,1.7,2,22.32
19,Male,72,1.94,148,1.17, 952 ,Yoga,3.2,3,19.13
30,Female,77.9,1.77,130,1.41, 916 ,Cardio,2.6,4,24.87
28,Female,69.6,1.58,135,1.49," 1,006 ",Cardio,2,3,27.88
40,Male,68.9,1.99,149,1.16, 951 ,Cardio,2.4,4,17.4
33,Male,45.9,1.89,144,1.45," 1,148 ",Cardio,2.9,3,12.85
48,Female,68.2,1.69,159,0.75, 537 ,HIIT,2.5,3,23.88
28,Female,79.6,1.59,130,1.49, 968 ,HIIT,1.5,3,31.49
33,Female,53.6,1.52,126,1.02, 643 ,Cardio,2.3,2,23.2
25,Female,57.7,1.58,145,1.36, 986 ,Yoga,2.2,3,23.11
21,Male,74.2,1.93,141,1.32," 1,024 ",HIIT,2.5,3,19.92
57,Female,64.4,1.56,144,1.52, 985 ,Cardio,2.7,5,26.46
21,Female,54.9,1.78,138,0.55, 380 ,HIIT,2,2,17.33
42,Male,50.3,1.64,150,0.63, 468 ,Strength,2.4,3,18.7
20,Female,46.5,1.68,145,0.91, 660 ,HIIT,2.4,2,16.48
49,Male,57.8,1.99,161,0.93, 741 ,HIIT,3.1,3,14.6
20,Male,83,1.8,160,0.79, 695 ,Yoga,2.9,2,25.62
44,Male,82.5,1.79,155,1.51," 1,159 ",HIIT,3.5,5,25.75
46,Female,66.5,1.73,142,1.11, 709 ,Yoga,2,3,22.22
49,Female,70.2,1.67,166,0.93, 695 ,Strength,1.8,3,25.17
36,Male,121.9,1.93,132,1.49," 1,082 ",Cardio,3.4,3,32.73
38,Female,70.3,1.52,144,1.19, 857 ,Yoga,2,4,30.43
22,Female,40.3,1.56,121,1.45, 877 ,HIIT,2.1,4,16.56
35,Male,101.4,1.76,121,0.84, 559 ,HIIT,2.9,2,32.74
45,Male,79.2,1.95,135,1.47, 982 ,Yoga,2.8,3,20.83
59,Female,75.8,1.77,128,1.46, 841 ,Strength,1.8,3,24.19
39,Male,71.7,1.88,147,0.55, 445 ,Cardio,2.2,2,20.29
38,Female,57.7,1.56,132,1.64," 1,082 ",HIIT,2.7,5,23.71
23,Female,47.4,1.6,154,0.76, 585 ,Strength,1.6,3,18.52
18,Female,57.2,1.75,160,1.29," 1,032 ",Cardio,2.4,3,18.68
22,Female,44.8,1.72,132,1.48, 977 ,Cardio,1.8,4,15.14
58,Male,90.2,1.72,150,0.9, 668 ,HIIT,2.1,2,30.49
29,Male,84.9,1.72,140,1.79," 1,378 ",Yoga,3.5,4,28.7
43,Male,95.7,1.77,151,1.08, 807 ,HIIT,3.4,3,30.55
51,Male,59,1.65,153,1.22, 924 ,HIIT,2.3,3,21.67
31,Female,60.5,1.77,127,1.72," 1,092 ",HIIT,2.7,4,19.31
43,Female,53.8,1.72,160,1.03, 742 ,Strength,2.3,4,18.19
44,Male,86.6,1.97,167,1.66," 1,372 ",Yoga,3.5,5,22.31
26,Female,72.8,1.67,121,1.37, 829 ,Strength,1.9,2,26.1
43,Female,66.3,1.77,157,1.48," 1,046 ",HIIT,1.7,4,21.16
39,Female,56,1.6,151,0.89, 672 ,Yoga,2,2,21.87
47,Male,45.9,1.93,159,1.29," 1,015 ",Cardio,2,3,12.32
34,Male,88,1.64,147,1.9," 1,536 ",Yoga,3.5,4,32.72
43,Male,94,1.79,156,1.31," 1,012 ",HIIT,3.4,2,29.34
53,Female,44.7,1.79,160,1.34, 965 ,Yoga,2.1,3,13.95
18,Male,63.2,1.63,120,0.66, 436 ,Cardio,2.2,3,23.79
25,Male,95.6,1.9,160,1.47," 1,294 ",Cardio,2.4,4,26.48
52,Male,47.8,1.86,129,1.01, 645 ,Yoga,2.8,3,13.82
32,Male,85.3,1.64,123,1.77," 1,197 ",Cardio,3.5,4,31.71
39,Male,59.7,1.83,154,1.35," 1,143 ",Strength,2.3,4,17.83
31,Male,70.2,1.98,129,0.71, 504 ,Yoga,2.5,2,17.91
43,Female,72.7,1.8,166,0.79, 590 ,Cardio,2.1,3,22.44
45,Female,50.4,1.79,130,0.74, 433 ,Cardio,2.5,2,15.73
40,Male,81.7,1.74,133,0.91, 666 ,Yoga,2.7,2,26.99
31,Male,49.3,1.62,157,0.56, 484 ,Strength,3.2,2,18.79
41,Female,61.9,1.64,131,1.93," 1,138 ",Yoga,2.7,4,23.01
19,Female,49.1,1.68,164,1.42," 1,164 ",Cardio,2.6,4,17.4
43,Male,66.5,1.83,136,1.11, 747 ,Yoga,2.4,3,19.86
31,Male,75.5,1.93,135,0.6, 446 ,Cardio,3.4,2,20.27
24,Male,88.2,1.79,154,1.76," 1,491 ",HIIT,3.5,4,27.53
20,Male,74.8,1.75,121,1.33, 885 ,Yoga,3.3,3,24.42
40,Female,72.2,1.6,130,0.87, 566 ,Yoga,1.9,3,28.2
35,Male,62.8,1.63,160,1.41," 1,241 ",Cardio,3.7,4,23.64
55,Male,84.7,1.79,122,1.19, 719 ,Cardio,2.4,3,26.43
52,Male,116.5,1.69,148,0.53, 388 ,Cardio,2.4,2,40.79
32,Male,77.4,1.92,137,1.39," 1,047 ",Cardio,3.3,3,21
42,Female,72.9,1.62,139,1.17, 732 ,Yoga,2,4,27.78
54,Female,58.4,1.59,166,1.08, 807 ,Cardio,1.9,2,23.1
45,Female,64.3,1.54,133,1.67, 999 ,Yoga,2.7,4,27.11
27,Male,89.3,1.87,153,1.62," 1,363 ",Strength,3.5,5,25.54
56,Male,90.2,1.61,168,1.38," 1,148 ",Yoga,2.3,3,34.8
34,Female,59,1.62,150,1.13, 847 ,Cardio,2.4,4,22.48
56,Male,58.7,1.86,159,1.09, 858 ,Cardio,3.3,3,16.97
39,Male,127.5,1.82,161,1.26," 1,116 ",Strength,3,3,38.49
43,Female,68.6,1.52,137,1.42, 875 ,Yoga,2.6,4,29.69
42,Female,56.7,1.53,149,1.07, 717 ,Strength,1.9,3,24.22
34,Female,64.5,1.78,144,1.33, 958 ,Yoga,1.8,4,20.36
30,Female,61.6,1.52,138,1.78," 1,228 ",Cardio,2.7,4,26.66
37,Male,75.1,1.82,127,1.23, 859 ,Yoga,3.2,4,22.67
42,Male,79.3,1.93,147,1.22, 888 ,Cardio,3.3,2,21.29
21,Female,72.6,1.68,127,1.19, 756 ,Cardio,1.8,3,25.72
27,Male,76.7,1.7,150,0.96, 792 ,HIIT,2.1,3,26.54
20,Female,44.2,1.61,122,1.08, 659 ,HIIT,2.5,2,17.05
58,Female,56.5,1.7,122,0.74, 406 ,Yoga,2.7,2,19.55
35,Male,100.9,1.63,163,1.1, 986 ,Cardio,3.1,2,37.98
53,Female,55.8,1.55,141,1.12, 711 ,Strength,1.8,4,23.23
39,Male,58.3,1.93,136,1.35," 1,010 ",Cardio,3.7,4,15.65
51,Male,48.6,1.77,155,1.47," 1,128 ",Strength,3.5,2,15.51
25,Male,81.7,1.95,136,1.94," 1,451 ",Yoga,3.5,4,21.49
57,Male,85.6,1.69,133,1.76," 1,159 ",Yoga,3.5,5,29.97
36,Female,60,1.72,128,1.63," 1,043 ",Strength,2.7,5,20.28
59,Male,126.4,1.69,149,1.24, 915 ,Strength,2.9,3,44.26
58,Female,75.4,1.78,140,1.05, 662 ,Cardio,2.5,4,23.8
54,Female,64.2,1.69,131,1.69, 996 ,Yoga,2.7,4,22.48
23,Female,65.2,1.62,156,1.37," 1,069 ",Cardio,2.5,3,24.84
43,Female,70.1,1.66,151,0.99, 673 ,Strength,2.6,2,25.44
51,Male,102.6,1.77,130,1.21, 779 ,HIIT,3.4,2,32.75
23,Male,107.2,1.93,139,1.15, 879 ,HIIT,3.1,4,28.78
54,Female,56.5,1.75,154,1.76," 1,220 ",HIIT,2.7,5,18.45
50,Female,61.6,1.75,166,1.22, 911 ,Strength,2.2,4,20.11
39,Male,81.7,1.75,165,1.32," 1,198 ",Cardio,2.8,4,26.68
38,Female,76.6,1.58,130,0.74, 481 ,Yoga,2.3,2,30.68
23,Male,116.8,1.79,127,1, 698 ,Strength,3.4,4,36.45
23,Female,60.1,1.59,123,1.8," 1,107 ",HIIT,2.7,4,23.77
21,Male,93.7,1.73,146,1, 803 ,Cardio,3.6,2,31.31
47,Female,41.6,1.58,163,1.03, 756 ,Yoga,2.1,4,16.66
28,Female,55.1,1.79,159,1.99," 1,582 ",Yoga,2.7,5,17.2
47,Male,127.1,1.76,157,0.71, 552 ,Strength,3,2,41.03
48,Female,69.1,1.6,166,1.34," 1,001 ",Strength,2,4,26.99
41,Female,66.8,1.74,149,1.34, 898 ,Yoga,2.3,3,22.06
26,Male,125.5,1.76,163,1.15," 1,031 ",Yoga,3.1,4,40.52
20,Female,71.3,1.58,167,1.07, 893 ,HIIT,1.5,3,28.56
48,Male,129.2,1.61,167,1.06, 876 ,Yoga,2.9,4,49.84
57,Male,96.3,1.86,146,1.1, 795 ,Strength,2.2,3,27.84
54,Female,67.5,1.54,140,0.72, 454 ,Cardio,1.5,3,28.46
53,Female,64.4,1.55,139,1.77," 1,107 ",HIIT,2.7,4,26.81
41,Female,64.9,1.57,123,1.04, 576 ,HIIT,2.4,4,26.33
48,Female,52.3,1.66,130,0.74, 433 ,Yoga,1.8,3,18.98
23,Female,56.7,1.55,132,1.38, 911 ,Cardio,1.9,4,23.6
19,Female,46.8,1.63,128,1.35, 864 ,HIIT,1.6,4,17.61
37,Female,70.3,1.77,123,1.01, 621 ,Strength,1.7,2,22.44
45,Male,80.8,1.76,131,1.7," 1,102 ",Yoga,3.5,4,26.08
28,Female,56,1.5,128,1.94," 1,242 ",Strength,2.7,5,24.89
21,Male,101.2,1.84,132,1.3, 944 ,Yoga,3.3,2,29.89
32,Female,56.6,1.57,167,1.65," 1,378 ",HIIT,2.7,4,22.96
23,Female,40.9,1.75,145,0.82, 594 ,Yoga,2.1,3,13.36
47,Male,127.8,1.65,157,0.77, 598 ,Cardio,3.5,2,46.94
55,Female,49.3,1.76,161,1.28, 927 ,Strength,2,2,15.92
19,Female,64.3,1.63,132,1.87," 1,234 ",Cardio,2.7,5,24.2
32,Male,49.3,1.62,158,1.18," 1,025 ",Strength,2.5,3,18.79
28,Female,63,1.62,147,0.68, 500 ,Strength,1.9,2,24.01
25,Female,41.1,1.67,138,1.03, 711 ,Yoga,2.4,3,14.74
43,Female,40.5,1.74,143,1.5, 965 ,HIIT,2.2,3,13.38
22,Male,71,1.62,138,0.91, 691 ,HIIT,3.5,2,27.05
23,Female,60.9,1.62,168,1.59," 1,336 ",Cardio,2.7,5,23.21
43,Female,64.7,1.66,132,1.88," 1,117 ",Yoga,2.7,4,23.48
21,Female,51,1.71,132,1.07, 706 ,HIIT,2.2,3,17.44
36,Female,57.7,1.77,147,1.65," 1,213 ",Strength,2.7,4,18.42
37,Male,76.9,1.82,121,1.49, 992 ,Strength,2.8,4,23.22
50,Male,80.5,1.77,129,1.85," 1,181 ",Yoga,3.5,4,25.7
37,Female,73.3,1.74,141,1.03, 726 ,Cardio,2.4,3,24.21
29,Female,49,1.57,132,1.33, 878 ,Yoga,2.6,3,19.88
18,Male,114.5,1.97,128,1.03, 725 ,Cardio,2.6,3,29.5
43,Male,81,1.78,152,1.58," 1,189 ",Yoga,3.5,5,25.56
31,Female,53.5,1.76,133,1.22, 811 ,Strength,1.8,4,17.27
55,Male,52.1,1.68,167,0.77, 637 ,Yoga,3,3,18.46
54,Female,70.1,1.52,139,0.76, 475 ,HIIT,2.1,2,30.34
28,Male,86.9,1.78,134,1.29, 951 ,HIIT,3.7,4,27.43
53,Male,73.4,1.76,151,1.09, 815 ,Yoga,2.8,3,23.7
30,Male,90,1.66,152,1.32," 1,104 ",Cardio,2.1,4,32.66
20,Male,85.7,1.92,136,1.72," 1,287 ",Cardio,3.5,5,23.25
50,Female,70.4,1.55,143,0.73, 470 ,Strength,2.7,2,29.3
23,Male,57.7,1.71,149,1.15, 942 ,Strength,3.4,3,19.73
27,Male,75.7,1.76,132,0.68, 494 ,Cardio,2.3,3,24.44
22,Female,61.8,1.52,166,1.83," 1,519 ",Yoga,2.7,5,26.75
40,Male,80.3,1.76,167,1.63," 1,497 ",Strength,3.5,5,25.92
27,Male,104.3,1.68,135,1.28, 950 ,Cardio,3.5,3,36.95
19,Female,65.7,1.58,121,1.46, 883 ,Cardio,1.9,3,26.32
30,Male,120.3,1.96,136,0.66, 494 ,Yoga,2.6,2,31.32
57,Female,51.9,1.57,151,1.05, 713 ,HIIT,2.6,3,21.06
19,Female,59.1,1.57,162,1.65," 1,336 ",Cardio,2.7,5,23.98
37,Female,66.9,1.75,127,1.38, 876 ,Strength,2.1,4,21.84
18,Female,66.9,1.75,122,0.94, 573 ,Yoga,1.7,2,21.84
54,Male,78.7,1.66,131,1.42, 921 ,Yoga,2.6,3,28.56
26,Female,62.4,1.61,139,1.88," 1,307 ",Yoga,2.7,4,24.07
34,Male,102.1,1.71,135,0.96, 713 ,HIIT,3.2,2,34.92
26,Male,51.9,2,133,0.75, 549 ,HIIT,2.3,2,12.97
28,Male,58.3,2,135,1.32, 980 ,Strength,3,4,14.57
32,Male,89.8,1.92,168,1.93," 1,783 ",Strength,3.5,4,24.36
41,Male,101.1,1.83,162,0.79, 634 ,Yoga,3.2,2,30.19
55,Male,118.6,1.72,168,0.77, 640 ,Strength,2.6,3,40.09
52,Male,84.8,1.85,152,1.19, 895 ,Cardio,3.2,2,24.78
47,Male,80,1.77,149,0.72, 531 ,HIIT,3.5,3,25.54
48,Male,73.1,1.83,131,1.05, 681 ,Yoga,2.8,4,21.83
22,Male,117.3,1.68,134,1.24, 914 ,Yoga,2.7,3,41.56
31,Female,77.4,1.71,137,1.26, 863 ,Cardio,1.8,4,26.47
28,Female,72.9,1.67,147,1.13, 831 ,Cardio,2.2,3,26.14
26,Female,71.2,1.5,142,1.15, 816 ,Cardio,2.6,2,31.64
51,Male,88.2,1.62,133,1.56," 1,027 ",Cardio,3.5,4,33.61
29,Female,75.6,1.8,149,1.31, 976 ,Yoga,1.9,4,23.33
52,Female,57.9,1.56,152,1.66," 1,135 ",HIIT,2.7,4,23.79
52,Female,70.6,1.58,164,1.02, 753 ,HIIT,2,3,28.28
18,Male,118.6,1.64,134,0.94, 693 ,Cardio,2.7,3,44.1
57,Male,55.7,1.99,126,1.13, 705 ,Strength,3,3,14.07
39,Male,102.3,1.94,134,0.89, 656 ,Yoga,2.4,3,27.18
46,Male,72.6,1.87,161,1.31," 1,044 ",HIIT,3.4,4,20.76
25,Female,63.8,1.68,165,0.95, 784 ,Cardio,1.9,2,22.6
28,Female,67.3,1.67,157,0.61, 479 ,Strength,2.3,3,24.13
58,Female,59.3,1.58,165,1.97," 1,463 ",Strength,2.7,4,23.75
54,Female,70.7,1.57,163,1.14, 836 ,Cardio,2.1,3,28.68
31,Male,86.9,1.69,130,1.72," 1,230 ",Yoga,3.5,4,30.43
47,Male,98.2,1.9,148,0.76, 557 ,HIIT,3,3,27.2
52,Male,63.6,1.62,150,1.3, 965 ,Strength,2.3,4,24.23
38,Female,45.2,1.68,144,1.01, 727 ,HIIT,2.4,3,16.01
54,Male,117.2,1.62,143,1.04, 736 ,HIIT,2.3,4,44.66
22,Male,107.4,1.74,138,1.34," 1,017 ",Strength,2.2,2,35.47
36,Female,59.1,1.78,121,0.85, 514 ,Cardio,2.2,2,18.65
31,Female,53.3,1.64,141,0.57, 402 ,Strength,2.4,3,19.82
43,Male,46.2,1.63,139,1.18, 812 ,Strength,2.1,2,17.39
21,Male,67,1.61,152,1.32," 1,104 ",Yoga,2.1,3,25.85
42,Male,86.3,1.77,127,1.77," 1,113 ",HIIT,3.5,4,27.55
59,Male,85.5,1.67,144,1.99," 1,418 ",Cardio,3.5,5,30.66
42,Male,70.2,1.87,165,1.38," 1,127 ",HIIT,3.4,3,20.07
35,Male,127.1,1.62,128,1.02, 718 ,Strength,3.4,4,48.43
57,Female,75.6,1.67,153,1.05, 723 ,Cardio,1.8,3,27.11
25,Female,62.6,1.65,142,1.2, 852 ,Cardio,2.2,3,22.99
56,Female,55.7,1.53,124,1.91," 1,066 ",Cardio,2.7,5,23.79
57,Male,96.1,1.74,144,1.21, 862 ,Cardio,2.8,3,31.74
31,Female,76.7,1.62,127,1.39, 883 ,Yoga,2.3,4,29.23
49,Male,57.2,1.89,135,1.14, 762 ,Cardio,3.5,2,16.01
55,Male,69.9,1.81,167,1.2, 992 ,Strength,2.1,4,21.34
50,Female,67.9,1.77,164,1.03, 760 ,Yoga,2.4,3,21.67
40,Male,87.9,1.87,134,1.96," 1,445 ",Strength,3.5,5,25.14
32,Male,102.8,1.98,120,1.24, 818 ,Strength,2.8,3,26.22
50,Female,51.8,1.5,141,1.32, 838 ,HIIT,2.2,3,23.02
42,Female,57.7,1.57,122,1.83," 1,005 ",Cardio,2.7,4,23.41
34,Female,66.5,1.69,157,0.81, 636 ,Cardio,2.3,3,23.28
50,Male,95.4,1.61,133,1.16, 764 ,Strength,3.6,4,36.8
19,Female,69.2,1.6,155,1.17, 907 ,Cardio,1.6,3,27.03
31,Female,66.6,1.67,137,1.02, 699 ,Yoga,1.5,4,23.88
57,Male,83.4,1.65,166,1.57," 1,290 ",HIIT,3.5,4,30.63
57,Female,43.8,1.75,160,1.39," 1,001 ",Cardio,1.7,2,14.3
56,Female,64.2,1.69,137,1.99," 1,227 ",Cardio,2.7,5,22.48
23,Female,44.1,1.62,122,0.58, 354 ,Yoga,2.7,2,16.8
23,Male,87.3,1.91,129,1.87," 1,327 ",HIIT,3.5,5,23.93
20,Male,55,1.6,168,1.12," 1,035 ",Yoga,3.2,4,21.48
24,Male,87.1,1.74,158,1.57," 1,364 ",Strength,3.5,4,28.77
25,Male,66.6,1.61,166,1.38," 1,260 ",Strength,3,2,25.69
59,Female,60.4,1.76,120,1.72, 929 ,Cardio,2.7,5,19.5
32,Male,126.4,1.83,146,1.1, 883 ,HIIT,2.1,3,37.74
46,Male,88.7,1.63,146,0.75, 542 ,Strength,3.5,2,33.38
